" for more information or "," for more information or ","TRUE"
"# of Items (and above)","件の商品 (とそれ以上)","TRUE"
"# of Items vs. Destination","商品点数と配送先","TRUE"
"Allow Shipping to Multiple Addresses","複数配送を許可","TRUE"
"Calculate Handling Fee","手数料を計算","TRUE"
"Carrier:","配送業者:","TRUE"
"City","市","TRUE"
"Close Window","ウインドウを閉じる","TRUE"
"Condition","条件","TRUE"
"contact us","お問い合わせ","TRUE"
"Country","国","TRUE"
"Date","日付","TRUE"
"Delivered on:","配達経由:","TRUE"
"Delivered to:","配達先:","TRUE"
"Description","概要","TRUE"
"Displayed Error Message","エラーメッセージ表示","TRUE"
"Duplicate Row #%s (Country ""%s"", Region/State ""%s"", Zip ""%s"" and Value ""%s"").","重複するデータ #%s (国 ""%s"", 都道府県 ""%s"", 郵便番号 ""%s"" 住所 ""%s"").","TRUE"
"email us at ","メールしてください","TRUE"
"Enabled","有効","TRUE"
"Error:","エラー:","TRUE"
"Export","エクスポート","TRUE"
"Fixed","固定","TRUE"
"Flat Rate","定額","TRUE"
"Free Shipping","送料無料","TRUE"
"Google Sitemap Section","Googleサイトマップセクション","TRUE"
"Handling Fee","手数料","TRUE"
"Import","インポート","TRUE"
"Include Virtual Products in Price Calculation","仮想商品を配送料計算に含める","TRUE"
"Info:","情報:","TRUE"
"Invalid %s ""%s"" in the Row #%s.","不正な %s ""%s"" が%s行目にあります。","TRUE"
"Invalid Country ""%s"" in the Row #%s.","不正な国 ""%s"" が%s行目にあります。","TRUE"
"Invalid Region/State ""%s"" in the Row #%s.","不正な都道府県 ""%s"" が%s行目にあります。","TRUE"
"Invalid Shipping Price ""%s"" in the Row #%s.","不正な配送料金 ""%s"" が%s行目にあります。","TRUE"
"Invalid Table Rate code for type %s: %s","不正なレートテーブルです %s: %s","TRUE"
"Invalid Table Rate code type: %s","不正なレートテーブルです: %s","TRUE"
"Invalid Table Rates File Format","不正な税率ファイルフォーマットです","TRUE"
"Local Time","ローカルタイム","TRUE"
"Location","場所","TRUE"
"Maximum Qty Allowed for Shipping to Multiple Addresses","複数配送で許可する最大個数","TRUE"
"Method Name","配送方法名","TRUE"
"Minimum Order Amount","最小注文金額","TRUE"
"N/A","該当無し","TRUE"
"None","なし","TRUE"
"Options","オプション","TRUE"
"Order Subtotal (and above)","注文小計","TRUE"
"Origin","発送元","TRUE"
"Per Order","注文ごと","TRUE"
"Per Package","パッケージごと","TRUE"
"Percent","パーセント","TRUE"
"Price","価格","TRUE"
"Price vs. Destination","価格と配送先","TRUE"
"Region/State","県","TRUE"
"Service Type:","サービスタイプ:","TRUE"
"Ship to Applicable Countries","利用可能な国にのみ配送する","TRUE"
"Ship to Specific Countries","特定の国にのみ配送する","TRUE"
"Shipment #","配送番号 #","TRUE"
"Shipment Tracking Popup","配送追跡ポップアップ","TRUE"
"Shipped or billed on:","配送もしくは請求経由:","TRUE"
"Shipping Methods","配送方法","TRUE"
"Shipping Methods Section","配送方法欄","TRUE"
"Shipping Settings","配送設定","TRUE"
"Shipping Settings Section","配送設定欄","TRUE"
"Show Method if Not Applicable","配送方法が利用できない場合でも表示する","TRUE"
"Signed by:","サイン:","TRUE"
"Sort Order","注文表示順","TRUE"
"Status:","状態: ","TRUE"
"Store Pickup","ストアピックアップ","TRUE"
"Table Rates","料金表","TRUE"
"The shipping module is not available for selected delivery country.","この配送方法は配送先の国ではご利用いただけません。","TRUE"
"The shipping module is not available.","配送モジュールは利用できません","TRUE"
"There is no tracking available for this shipment.","この配送では追跡できません","TRUE"
"There is no tracking available.","追跡は利用できません。","TRUE"
"This shipping method is currently unavailable. If you would like to ship using this shipping method, please contact us.","この配送方法は現在利用できません。この方法での配送が必要であれば、お問い合わせください。","TRUE"
"This shipping method is not available, please specify ZIP-code","この配送方法は利用できません。郵便番号を入力してください。","TRUE"
"Title","タイトル","TRUE"
"Track:","追跡:","TRUE"
"Tracking Information","荷物追跡情報","TRUE"
"Tracking information is currently not available. Please ","追跡情報は現在利用できません。","TRUE"
"Tracking information is currently unavailable.","追跡情報は現在利用できません。","TRUE"
"Tracking Number:","追跡番号:","TRUE"
"Type","タイプ","TRUE"
"Weight (and above)","重量","TRUE"
"Weight vs. Destination","重量と配送先","TRUE"
"Weight:","重量: ","TRUE"
"ZIP/Postal Code","郵便番号","TRUE"
