"-- Please Select --","-- 選択してください --","TRUE"
"(%d)","(%d)","TRUE"
"(Copy data from: %s)","(コピーしています: %s)","TRUE"
"(Will make search for the query above return results for this search.)","(上記の検索クエリはこの検索結果を返します)","TRUE"
"[GLOBAL]","[グローバル]","TRUE"
"* Required Fields","* 必須項目","TRUE"
"# of Use","件使用中","TRUE"
"%1$s incl tax.","%1$s 税込","TRUE"
"%s - %s","%s - %s未満","TRUE"
"%s Item(s)","%s件の商品","TRUE"
"86400 by default, if not set. To refresh instantly, Clear the Blocks HTML Output Cache.","設定されない場合デフォルトの86400が使用されます。すぐに更新するにはブロックHTMLアウトプットキャッシュをクリアしてください。","TRUE"
"A group with the same name already exists.","同じ名前のグループが既に存在しています。","TRUE"
"A name is required","名前が必要です。","TRUE"
"A product type is not defined for the indexer.","商品種別はインデックス処理で未定義です。","TRUE"
"Action","アクション","TRUE"
"Add Attribute","属性の追加","TRUE"
"Add Design Change","デザインの変更を追加","TRUE"
"Add Group","グループの追加","TRUE"
"Add New","新規作成","TRUE"
"Add New Attribute","新しい属性の追加","TRUE"
"Add New Attribute Set","新しい属性の追加","TRUE"
"Add New Group","新規グループの追加","TRUE"
"Add New Images","新しい画像を追加","TRUE"
"Add New Option","新規オプションの追加","TRUE"
"Add New Row","新しい列の追加","TRUE"
"Add New Search Term","新しい検索ワードを追加","TRUE"
"Add New Set","新規セットの追加","TRUE"
"Add Product","新規商品の追加","TRUE"
"Add Product To Websites","商品をウェブサイトに追加","TRUE"
"Add Root Category","ルートカテゴリを追加","TRUE"
"Add Subcategory","サブカテゴリを追加","TRUE"
"Add Tax","税を追加","TRUE"
"Add Tier","階層の追加","TRUE"
"Add to Cart","カートに入れる","TRUE"
"Add to Compare","比較リストに追加","TRUE"
"Add to Wishlist","欲しいものリストに追加","TRUE"
"Additional Information","追加情報","TRUE"
"Alert Urls","アラートURL","TRUE"
"All","全て","TRUE"
"ALL GROUPS","全てのグループ","TRUE"
"All Product Types","全ての商品タイプ","TRUE"
"All products of this set will be deleted! Are you sure you want to delete this attribute set?","全ての商品からこのセットが削除されます！ この属性セットを削除してもよろしいですか？","TRUE"
"All Websites","全てのウェブサイト","TRUE"
"Allow All Products per Page","全商品を1ページに表示させる","TRUE"
"Allow Dynamic Media URLs in Products and Categories","動的なメディアURLを商品とカテゴリに許可する。","TRUE"
"Allow HTML Tags on Frontend","フロントエンドでHTMLタグを許可する","TRUE"
"Allowed File Extensions","許可する拡張子","TRUE"
"Allowed file extensions to upload","許可した拡張子のファイルをアップロードする","TRUE"
"AM","AM","TRUE"
"An error occurred while adding customers for the %s alert. Message: %s","%sの更新通知に顧客を追加できませんでした。エラーメッセージ: %s","TRUE"
"An error occurred while adding products to websites.","商品をウェブサイトに追加中にエラーが発生しました。","TRUE"
"An error occurred while clearing comparison list.","比較リストのクリア中にエラーが発生しました。","TRUE"
"An error occurred while removing products from websites.","ウェブサイトから商品を削除中にエラーが発生しました。","TRUE"
"An error occurred while saving the attribute set.","属性セットの保存中にエラーが発生しました。","TRUE"
"An error occurred while saving the collection, aborting. Error message: %s","コレクションの保存中にエラーが発生しました。処理を中止します。エラーメッセージ: %s","TRUE"
"An error occurred while saving the product. ","商品を保存中にエラーが発生しました。","TRUE"
"An error occurred while saving the search query.","検索キーワードを保存中にエラーが発生しました。","TRUE"
"An error occurred while saving the URL rewrite.","URL書き換えの保存中にエラーが発生しました。","TRUE"
"An error occurred while saving this group.","グループを保存中にエラーが発生しました。","TRUE"
"An error occurred while trying to delete the category.","カテゴリの削除中にエラーが発生しました。","TRUE"
"An error occurred while updating the product(s) attributes.","商品属性の更新中にエラーが発生しました。","TRUE"
"An error occurred while updating the product(s) status.","商品ステータスの更新中にエラーが発生しました。","TRUE"
"An invalid option ID is specified for %s (%s), skipping the record.","%s (%s)に不正なオプションIDが指定されました。レコードをスキップします。","TRUE"
"An invalid store was specified.","不正な店舗が指定されました。","TRUE"
"Anchor Custom Text","アンカーカスタムテキスト","TRUE"
"Anchor Custom Title","アンカーカスタムタイトル","TRUE"
"and","と","TRUE"
"Applicable to catalog products and categories only. Any media content will be inserted into editor as a static URL. It is not updated if the system configuration base URL changes.","Applicable to catalog products and categories only. Any media content will be inserted into editor as a static URL. It is not updated if the system configuration base URL changes.","TRUE"
"Apply To","適用終了日","TRUE"
"Approved","承認","TRUE"
"Are you sure you want to delete this category?","このカテゴリを削除してもいいですか？","TRUE"
"Are you sure you would like to remove all products from your comparison?","本当に比較の中からすべての商品を取り除きますか?","TRUE"
"Are you sure you would like to remove this item from the comparison list?","比較リストからこの商品を削除してもいいですか？","TRUE"
"Are you sure?","よろしいですか？","TRUE"
"As low as:","できるだけ低く:","TRUE"
"Assign","割り当て","TRUE"
"Assign product link","割り当てた商品のリンク","TRUE"
"Assign product to category","商品をカテゴリに割り当てる","TRUE"
"Assigned Products","割り当て済み商品","TRUE"
"Associated Products","関連する商品","TRUE"
"Attrib. Set Name","属性セット名","TRUE"
"Attribute ""%s"" is invalid.","属性""%s""が不正です。","TRUE"
"Attribute ""%s"" is required.","属性""%s""が必要です。","TRUE"
"Attribute group with the \/name/\" name already exists""""""","Attribute group with the \/name/\" name already exists""""""","FALSE"
"Attribute Information","属性情報","TRUE"
"Attribute Model","属性のモデル","TRUE"
"Attribute Name:","属性の名前:","TRUE"
"Attribute Set","属性セット","TRUE"
"Attribute with the same code already exists","同じコードの属性が既に存在します。","TRUE"
"Attributes","属性","TRUE"
"Attrribute names can be specified per store.","属性名は店舗ごとに指定できます。","TRUE"
"Autogenerate","自動生成","TRUE"
"Availability:","在庫状況:","TRUE"
"Back","戻る","TRUE"
"Backend Model","バックエンドモデル","TRUE"
"Backend Table","バックエンドテーブル","TRUE"
"Backend Table Title","バックエンドテーブルタイトル","TRUE"
"Backorders","バックオーダー","TRUE"
"Based On","元","TRUE"
"Best Value","お買い得","TRUE"
"Block after Info Column","情報列の後にブロックを配置する","TRUE"
"Bottom Block Options Wrapper","ボトムブロックオプションラッパー","TRUE"
"Bottom/Left","下部/左","TRUE"
"Bottom/Right","下部/右","TRUE"
"Browse By","閲覧数","TRUE"
"Buy %1$s for %2$s","%1$s お買い上げごとに %2$s","TRUE"
"Buy %1$s for %2$s (%3$s incl. tax) each","%1$s お買い上げごとに %2$s (税込み %3$s) ","TRUE"
"Buy %1$s for %2$s each","%1$s お買い上げごとに %2$s","TRUE"
"Cache Lifetime (Seconds)","キャッシュ有効期間 (秒)","TRUE"
"Cache refresh needed.","キャッシュ更新が必要です。","TRUE"
"Can be used only with catalog input type Dropdown","カタログのドロップダウンとだけ一緒に使用できます","TRUE"
"Can be used only with catalog input type Dropdown, Multiple Select and Price","ドロップダウンリストは複数選択または価格でのみ利用可能です","TRUE"
"Cannot create image.","画像を作成できません。","TRUE"
