"-- Please Select --","-- 選択してください --","1"
"-- Please Select Billing Agreement--","-- 支払条件を選択してください--","1"
"""%s"" coupon code is not valid.","クーポンコードは""%s""正しくありません。","1"
"* - Enter custom price excluding tax","* - 税別のカスタム価格を入力","1"
"* - Enter custom price including tax","* - 税込みのカスタム価格を入力","1"
"%s","%s","2"
"%s / %s rate:","%s / %s 率:","1"
"%s for %s","%s のための %s","1"
"%s order(s) cannot be canceled","%s 件の注文がキャンセルできませんでした。","1"
"%s order(s) have been canceled.","%s 件の注文をキャンセルしました。","1"
"%s order(s) have been put on hold.","%s 件の注文を保留にしました。","1"
"%s order(s) have been released from holding status.","%s 件の注文を保留解除しました。","1"
"%s order(s) were not put on hold.","%s 件の注文は保留されていません。","1"
"%s order(s) were not released from holding status.","%s 件の注文は保留解除されていません。","1"
"About This Order:","この注文について:","1"
"About This Profile:","このプロファイルについて:","1"
"About Your Invoice","あなたのお支払いについて","1"
"About Your Order","ご注文について","1"
"About Your Refund","あなたのご返金について","1"
"About Your Shipment","あなたのお荷物配送状況について","1"
"Accept or Deny Payment","支払許可か拒否","1"
"Accept Payment","支払受付","1"
"Account Information","アカウント情報","1"
"Action","アクション","1"
"Actions","アクション","1"
"Activate","有効化","1"
"Active","アクティブ","1"
"Add","追加","1"
"Add comment to order","注文にコメントを追加","1"
"Add New Address","住所を追加","1"
"Add new comment to shipment","配送情報に新しいコメントを追加","1"
"Add new tracking number","新しいトラッキング番号を追加","1"
"Add Order Comments","注文コメントを追加","1"
"Add Package","パッケージの追加","1"
"Add Products","商品を追加","1"
"Add Selected Product(s) to Option","選択した商品をオプションに追加","1"
"Add Selected Product(s) to Order","選択した商品をご注文に追加する","1"
"Add Selected Product(s) to Package","選択した商品を梱包に追加する","1"
"Add to Cart","カートに入れる","1"
"Add To Order","ご注文にくわえる","1"
"Add Tracking Number","追跡番号追加","1"
"Additional Product Info","追加商品情報","1"
"Address","番地","1"
"Address model is not defined.","住所モデルが未定義です。","1"
"Adjustment Fee","調整料","1"
"Adjustment Refund","払戻調整","1"
"Agreement Information","契約情報","1"
"Allow Reorder","再注文を許可","1"
"Amount","金額","1"
"Amount: %s.","価格: %s。","1"
"An error occurred while assigning order status. Status has not been assigned.","An error occurred while assigning order status. Status has not been assigned.","2"
"An error occurred while creating shipping label.","An error occurred while creating shipping label.","2"
"An error occurred while saving order status. The status has not been added.","An error occurred while saving order status. The status has not been added.","2"
"An error occurred while unassigning order status.","An error occurred while unassigning order status.","2"
"An error occurred while updating the order address. The address has not been changed.","An error occurred while updating the order address. The address has not been changed.","2"
"An item option with code %s already exists.","アイテムオプションコード %s は既に存在しています。","1"
"Anchor Custom Title","アンカーカスタムタイトル","1"
"Append Comments","コメントを追加","1"
"Apply","反映","1"
"Apply Coupon Code","クーポンコードを適用する","1"
"Approved the payment online.","オンラインで受け付けられました。","1"
"Are you sure you want to accept this payment?","この支払い方法でよろしいですか？","1"
"Are you sure you want to cancel this order?","ご注文をキャンセルしてもよろしいですか？","1"
"Are you sure you want to deny this payment?","この支払いを拒否していいですか？","1"
"Are you sure you want to do this?","実行してもよろしいですか？","1"
"Are you sure you want to send Creditmemo email to customer?","返金メールを送信してもいいですか？","1"
